id,language,sentence,tokenized_sentence,expression,category,indices
4422,tr,Karşı arsayı üstüme aldım.,"['Karşı', 'arsayı', 'üstüme', 'aldım', '.']",üstüne almak,literal,[-1]
4423,tr,Neden içine eriyen şeker koymadılar?,"['Neden', 'içine', 'eriyen', 'şeker', 'koymadılar', '?']",içi erimek,literal,[-1]
4424,tr,Bana verdiğin parayı hesabıma yatırdım.,"['Bana', 'verdiğin', 'parayı', 'hesabıma', 'yatırdım', '.']",hesap vermek,literal,[-1]
4425,tr,Üzerinde daha az durmanız gereken 3 konu belirledim,"['Üzerinde', 'daha', 'az', 'durmanız', 'gereken', '3', 'konu', 'belirledim']",üzerinde durmak,idiomatic,"[0, 3]"
4426,tr,Çıktığın bu yolda bize karşı mücadele etmen gerekecek,"['Çıktığın', 'bu', 'yolda', 'bize', 'karşı', 'mücadele', 'etmen', 'gerekecek']",karşı çıkmak,literal,[-1]
4427,tr,"Sorumluluğu üstüne alan ekip liderinin, takımına olan güveni tamdı.","['Sorumluluğu', 'üstüne', 'alan', 'ekip', 'liderinin', ',', 'takımına', 'olan', 'güveni', 'tamdı', '.']",üstüne almak,idiomatic,"[1, 2]"
4428,tr,Her gün on bin adım atmak kal ve damar hastalıklarını önlemede önemli bir etken.,"['Her', 'gün', 'on', 'bin', 'adım', 'atmak', 'kal', 've', 'damar', 'hastalıklarını', 'önlemede', 'önemli', 'bir', 'etken', '.']",adım atmak,literal,[-1]
4429,tr,Takımın kalecisi galibiyette önemli rol oynadı.,"['Takımın', 'kalecisi', 'galibiyette', 'önemli', 'rol', 'oynadı', '.']",rol oynamak,idiomatic,"[4, 5]"
4430,tr,Defterine not aldığı bilgileri silmeye başladı.,"['Defterine', 'not', 'aldığı', 'bilgileri', 'silmeye', 'başladı', '.']",defterden silmek,literal,[-1]
4431,tr,Aklından ne geçiyorsa hepsini sayıp döktü,"['Aklından', 'ne', 'geçiyorsa', 'hepsini', 'sayıp', 'döktü']",sayıp dökmek,idiomatic,"[4, 5]"
4432,tr,Konuk takımın kalecisi şu an tam çizginin üzerinde duruyor,"['Konuk', 'takımın', 'kalecisi', 'şu', 'an', 'tam', 'çizginin', 'üzerinde', 'duruyor']",üzerinde durmak,literal,[-1]
4433,tr,İçi mi erimiş beni üzgün görünce?,"['İçi', 'mi', 'erimiş', 'beni', 'üzgün', 'görünce', '?']",içi erimek,idiomatic,"[0, 2]"
4434,tr,Koltukta yerimi aldım bekliyorum.,"['Koltukta', 'yerimi', 'aldım', 'bekliyorum', '.']",yer almak,literal,[-1]
4435,tr,"İçinden geçerek buraya geldiğin meydan, Roma döneminde gladyatör dövüşlerine ve at yarışlarına sahne olmaktaydı.","['İçinden', 'geçerek', 'buraya', 'geldiğin', 'meydan', ',', 'Roma', 'döneminde', 'gladyatör', 'dövüşlerine', 've', 'at', 'yarışlarına', 'sahne', 'olmaktaydı', '.']",meydana gelmek,literal,[-1]
4436,tr,"Başbakanın konuşmasını dinlemek isteyen halk, meydana geldi.","['Başbakanın', 'konuşmasını', 'dinlemek', 'isteyen', 'halk', ',', 'meydana', 'geldi', '.']",meydana gelmek,literal,[-1]
4437,tr,Benim söylediklerime karşı çıktığı için işi bıraktım,"['Benim', 'söylediklerime', 'karşı', 'çıktığı', 'için', 'işi', 'bıraktım']",karşı çıkmak,idiomatic,"[2, 3]"
4438,tr,Bunca haksızlıklara gözlerinizi neden yumdunuz?,"['Bunca', 'haksızlıklara', 'gözlerinizi', 'neden', 'yumdunuz', '?']",göz yummak,idiomatic,"[2, 4]"
4439,tr,Kalemi aça aça elimde kalem kalmadı,"['Kalemi', 'aça', 'aça', 'elimde', 'kalem', 'kalmadı']",el açmak,literal,[-1]
4440,tr,Bazı insanlar toplu taşıma araçlarında neden yer vermez?,"['Bazı', 'insanlar', 'toplu', 'taşıma', 'araçlarında', 'neden', 'yer', 'vermez', '?']",yer vermek,idiomatic,"[6, 7]"
4441,tr,Ellerini koyduğu yerin kirli olduğunu gördüğünde iş ișten çoktan geçmişti.,"['Ellerini', 'koyduğu', 'yerin', 'kirli', 'olduğunu', 'gördüğünde', 'iş', 'ișten', 'çoktan', 'geçmişti', '.']",el koymak,literal,[-1]
4442,tr,yerde duran kitapları masa üstüne aldı,"['yerde', 'duran', 'kitapları', 'masa', 'üstüne', 'aldı']",üstüne almak,literal,[-1]
4443,tr,Ellerimde çiçekler kapıyı açmasını bekliyorum.,"['Ellerimde', 'çiçekler', 'kapıyı', 'açmasını', 'bekliyorum', '.']",el açmak,idiomatic,"[0, 3]"
4444,tr,Kanayan yere parmağınızı basmak suretiyle turnike uygulayınız,"['Kanayan', 'yere', 'parmağınızı', 'basmak', 'suretiyle', 'turnike', 'uygulayınız']",parmak basmak,literal,[-1]
4445,tr,Elini onlara açmak zorunda olduğun için asla pişman olma.,"['Elini', 'onlara', 'açmak', 'zorunda', 'olduğun', 'için', 'asla', 'pişman', 'olma', '.']",el açmak,idiomatic,"[0, 2]"
4446,tr,Bizim her zaman hedefimiz kazanmak.,"['Bizim', 'her', 'zaman', 'hedefimiz', 'kazanmak', '.']",zaman kazanmak,literal,[-1]
4447,tr,Zamanında onu öldürmeyi düşündüğünde söyledi.,"['Zamanında', 'onu', 'öldürmeyi', 'düşündüğünde', 'söyledi', '.']",zaman öldürmek,literal,[-1]
4448,tr,Bir kalıp çikolatayı eritip pastanın üzerine boca ederken içini de damla çikolatalarla doldurdu.,"['Bir', 'kalıp', 'çikolatayı', 'eritip', 'pastanın', 'üzerine', 'boca', 'ederken', 'içini', 'de', 'damla', 'çikolatalarla', 'doldurdu', '.']",içi erimek,literal,[-1]
4449,tr,Galatasarayın yeni transferine tüm taraflar karşı çıktı,"['Galatasarayın', 'yeni', 'transferine', 'tüm', 'taraflar', 'karşı', 'çıktı']",karşı çıkmak,idiomatic,"[5, 6]"
4450,tr,bunca şeyin hesabını kim verecek be adam?,"['bunca', 'şeyin', 'hesabını', 'kim', 'verecek', 'be', 'adam', '?']",hesap vermek,idiomatic,"[2, 4]"
4451,tr,Ev için yaptığı merdiven basamaklarını birbir çıkıyordu.,"['Ev', 'için', 'yaptığı', 'merdiven', 'basamaklarını', 'birbir', 'çıkıyordu', '.']",basamak yapmak,literal,[-1]
4452,tr,Öğretmen sınavları okurken yanlış yazılmış kelimelerin altını kırmızı kalemle çiziyordu.,"['Öğretmen', 'sınavları', 'okurken', 'yanlış', 'yazılmış', 'kelimelerin', 'altını', 'kırmızı', 'kalemle', 'çiziyordu', '.']",altını çizmek,literal,[-1]
4453,tr,Uzun bir yürüyüşün ardından meydana geldik.,"['Uzun', 'bir', 'yürüyüşün', 'ardından', 'meydana', 'geldik', '.']",meydana gelmek,literal,[-1]
4454,tr,Karşı yakaya geçerken köprüye mi çıkmak gerekiyor?,"['Karşı', 'yakaya', 'geçerken', 'köprüye', 'mi', 'çıkmak', 'gerekiyor', '?']",karşı çıkmak,literal,[-1]
4455,tr,Karşı koltuktaki leke çıksın diye çok uğraştı,"['Karşı', 'koltuktaki', 'leke', 'çıksın', 'diye', 'çok', 'uğraştı']",karşı çıkmak,literal,[-1]
4456,tr,Herkes eve gidince kolları annemler sıvamış.,"['Herkes', 'eve', 'gidince', 'kolları', 'annemler', 'sıvamış', '.']",kolları sıvamak,idiomatic,"[3, 5]"
4457,tr,Durmadan ne kadar sıkı bir tişört bulduğunu söylüyordu.,"['Durmadan', 'ne', 'kadar', 'sıkı', 'bir', 'tişört', 'bulduğunu', 'söylüyordu', '.']",sıkı durmak,literal,[-1]
4458,tr,AKP Hükümeti Berat Albayrak'ın istifası ile zaman kazanmaya çalışıyordu.,"['AKP', 'Hükümeti', 'Berat', ""Albayrak'ın"", 'istifası', 'ile', 'zaman', 'kazanmaya', 'çalışıyordu', '.']",zaman kazanmak,idiomatic,"[6, 7]"
4459,tr,Üzerinde durulacak bir durum değil bence.,"['Üzerinde', 'durulacak', 'bir', 'durum', 'değil', 'bence', '.']",üzerinde durmak,idiomatic,"[0, 1]"
4460,tr,Arabayı çalıştır ve ileri sür.,"['Arabayı', 'çalıştır', 've', 'ileri', 'sür', '.']",ileri sürmek,literal,[-1]
4461,tr,"En son sıradan üç tane yer aldım, biletleri sonra veririm size.","['En', 'son', 'sıradan', 'üç', 'tane', 'yer', 'aldım', ',', 'biletleri', 'sonra', 'veririm', 'size', '.']",yer almak,literal,[-1]
4462,tr,Bugün karşılaştığım hata tüm zamanımı öldürdü.,"['Bugün', 'karşılaştığım', 'hata', 'tüm', 'zamanımı', 'öldürdü', '.']",zaman öldürmek,idiomatic,"[4, 5]"
4463,tr,"Yani çocuklar musluğa dokunmasınlar, ellerini koydukları anda altına su aksın.","['Yani', 'çocuklar', 'musluğa', 'dokunmasınlar', ',', 'ellerini', 'koydukları', 'anda', 'altına', 'su', 'aksın', '.']",el koymak,literal,[-1]
4464,tr,Hesap bilgilerimi vermemi istediler fakat bu bana pek güvenli gelmedi.,"['Hesap', 'bilgilerimi', 'vermemi', 'istediler', 'fakat', 'bu', 'bana', 'pek', 'güvenli', 'gelmedi', '.']",hesap vermek,literal,[-1]
4465,tr,Arkadaşlarımla yediğim yemekte hesabı ben verdim.,"['Arkadaşlarımla', 'yediğim', 'yemekte', 'hesabı', 'ben', 'verdim', '.']",hesap vermek,literal,[-1]
4466,tr,"Bir başakta kaç buğday var diye sayıyordum, elimdeki buğday taneleri döküldü.","['Bir', 'başakta', 'kaç', 'buğday', 'var', 'diye', 'sayıyordum', ',', 'elimdeki', 'buğday', 'taneleri', 'döküldü', '.']",sayıp dökmek,literal,[-1]
4467,tr,Bugün altını çize çize belirttim ama yine yanlış yapmış,"['Bugün', 'altını', 'çize', 'çize', 'belirttim', 'ama', 'yine', 'yanlış', 'yapmış']",altını çizmek,idiomatic,"[1, 2]"
4468,tr,Sıkıntıları hafiflesin diye Allah'a el açtı.,"['Sıkıntıları', 'hafiflesin', 'diye', 'Allah', ""'"", 'a', 'el', 'açtı', '.']",el açmak,idiomatic,"[6, 7]"
4469,tr,Üzerinde durduğun konu gereksiz bir konu.,"['Üzerinde', 'durduğun', 'konu', 'gereksiz', 'bir', 'konu', '.']",üzerinde durmak,idiomatic,"[0, 1]"
4470,tr,Öğretmen online derste korona önlemlerine de yer vermişti.,"['Öğretmen', 'online', 'derste', 'korona', 'önlemlerine', 'de', 'yer', 'vermişti', '.']",yer vermek,idiomatic,"[6, 7]"
4471,tr,Mevzuat hesabının nasıl açılacağı hakkında bilgi verdi.,"['Mevzuat', 'hesabının', 'nasıl', 'açılacağı', 'hakkında', 'bilgi', 'verdi', '.']",hesap vermek,literal,[-1]
4472,tr,Soğuk suyu üstüme atınca birden ürperdim,"['Soğuk', 'suyu', 'üstüme', 'atınca', 'birden', 'ürperdim']",üstünden atmak,literal,[-1]
4473,tr,Ne zaman kazanacaksınız?,"['Ne', 'zaman', 'kazanacaksınız', '?']",zaman kazanmak,literal,[-1]
4474,tr,Evde zaman öldürme çıkıp gez,"['Evde', 'zaman', 'öldürme', 'çıkıp', 'gez']",zaman öldürmek,idiomatic,"[1, 2]"
4475,tr,"V yakalı kısa kaftan, dar süvari pantolonu, diz altında kalan kısa yumuşak çizmeden oluşan zırh, 65 santimlik kalpağıyla dikkati çekiyor.","['V', 'yakalı', 'kısa', 'kaftan', ',', 'dar', 'süvari', 'pantolonu', ',', 'diz', 'altında', 'kalan', 'kısa', 'yumuşak', 'çizmeden', 'oluşan', 'zırh', ',', '65', 'santimlik', 'kalpağıyla', 'dikkati', 'çekiyor', '.']",altını çizmek,literal,[-1]
4476,tr,Karşı binadan 3 özel harekat polisi çıkmıştı,"['Karşı', 'binadan', '3', 'özel', 'harekat', 'polisi', 'çıkmıştı']",karşı çıkmak,literal,[-1]
4477,tr,Volkanın içinde erimiş halde bulunan lav vardır.,"['Volkanın', 'içinde', 'erimiş', 'halde', 'bulunan', 'lav', 'vardır', '.']",içi erimek,literal,[-1]
4478,tr,Manzarayı izlemek için çıktığı bu teras Kaz Dağları’na karşı konumuyla büyüledi,"['Manzarayı', 'izlemek', 'için', 'çıktığı', 'bu', 'teras', 'Kaz', 'Dağları', '’', 'na', 'karşı', 'konumuyla', 'büyüledi']",karşı çıkmak,literal,[-1]
4479,tr,Sıkı sıkı duran kitapları dağıttı.,"['Sıkı', 'sıkı', 'duran', 'kitapları', 'dağıttı', '.']",sıkı durmak,literal,[-1]
4480,tr,Hastanın bileğini tutarak nabzını ölçtü.,"['Hastanın', 'bileğini', 'tutarak', 'nabzını', 'ölçtü', '.']",nabzını tutmak,literal,[-1]
4481,tr,Öldürdüğünüz insanların yakınları zamanla seni öldürmek için geri dönecekler,"['Öldürdüğünüz', 'insanların', 'yakınları', 'zamanla', 'seni', 'öldürmek', 'için', 'geri', 'dönecekler']",zaman öldürmek,literal,[-1]
4482,tr,"Ne yani,  Parti kendi seçmeninin taleplerine göz mü yumsun?","['Ne', 'yani', ',', 'Parti', 'kendi', 'seçmeninin', 'taleplerine', 'göz', 'mü', 'yumsun', '?']",göz yummak,idiomatic,"[7, 9]"
4483,tr,Şu yaptıklarımdan sonra beni defterinden silersin zannettim.,"['Şu', 'yaptıklarımdan', 'sonra', 'beni', 'defterinden', 'silersin', 'zannettim', '.']",defterden silmek,idiomatic,"[4, 5]"
4484,tr,Kahvenin sıcaklığından bardağın içi mi erimiş?,"['Kahvenin', 'sıcaklığından', 'bardağın', 'içi', 'mi', 'erimiş', '?']",içi erimek,literal,[-1]
4485,tr,o zamanını boş işlerle öldürüyor,"['o', 'zamanını', 'boş', 'işlerle', 'öldürüyor']",zaman öldürmek,idiomatic,"[1, 4]"
4486,tr,Bu kötülükleri yaptığın zaman içimdeki tüm iyi niyeti öldürdün.,"['Bu', 'kötülükleri', 'yaptığın', 'zaman', 'içimdeki', 'tüm', 'iyi', 'niyeti', 'öldürdün', '.']",zaman öldürmek,literal,[-1]
4487,tr,"Bugünün işini yarına bırakanlar, ayvayı elbet bir gün yiyeceklerdir.","['Bugünün', 'işini', 'yarına', 'bırakanlar', ',', 'ayvayı', 'elbet', 'bir', 'gün', 'yiyeceklerdir', '.']",ayvayı yemek,idiomatic,"[5, 9]"
4488,tr,Sıkı duruyorum.,"['Sıkı', 'duruyorum', '.']",sıkı durmak,idiomatic,"[0, 1]"
4489,tr,Kocasına her gün hesap veriyormuş!,"['Kocasına', 'her', 'gün', 'hesap', 'veriyormuş', '!']",hesap vermek,idiomatic,"[3, 4]"
4490,tr,Bana durmadan karşı çıkan bu adama haddini bildireceğim.,"['Bana', 'durmadan', 'karşı', 'çıkan', 'bu', 'adama', 'haddini', 'bildireceğim', '.']",karşı çıkmak,idiomatic,"[2, 3]"
4491,tr,"Sil defterden şu adamı artık, daha ne kadar çekeceksin bu yaptıklarını?","['Sil', 'defterden', 'şu', 'adamı', 'artık', ',', 'daha', 'ne', 'kadar', 'çekeceksin', 'bu', 'yaptıklarını', '?']",defterden silmek,idiomatic,"[1, 0]"
4492,tr,Depremin üstüne birde köyü sel almasın mı!,"['Depremin', 'üstüne', 'birde', 'köyü', 'sel', 'almasın', 'mı', '!']",üstüne almak,literal,[-1]
4493,tr,Sıcaktan buzun içi eridi,"['Sıcaktan', 'buzun', 'içi', 'eridi']",içi erimek,literal,[-1]
4494,tr,"Elini koyduğun yerde dikenler var, dikkat et!","['Elini', 'koyduğun', 'yerde', 'dikenler', 'var', ',', 'dikkat', 'et', '!']",el koymak,literal,[-1]
4495,tr,"sıkıca tembihledi, durmadan konuştu","['sıkıca', 'tembihledi', ',', 'durmadan', 'konuştu']",sıkı durmak,literal,[-1]
4496,tr,Bu konu üzerinde oldukça fazla durdu.,"['Bu', 'konu', 'üzerinde', 'oldukça', 'fazla', 'durdu', '.']",üzerinde durmak,idiomatic,"[2, 5]"
4497,tr,Aynı hastalığa tekrar yakalandığını öğrenince içi erimiş.,"['Aynı', 'hastalığa', 'tekrar', 'yakalandığını', 'öğrenince', 'içi', 'erimiş', '.']",içi erimek,idiomatic,"[5, 6]"
4498,tr,Nabzını kontrol ettikten sonra kapının kolunu tutup açtı.,"['Nabzını', 'kontrol', 'ettikten', 'sonra', 'kapının', 'kolunu', 'tutup', 'açtı', '.']",nabzını tutmak,literal,[-1]
4499,tr,Stadyumda bütün okullara eşit yer verildi.,"['Stadyumda', 'bütün', 'okullara', 'eşit', 'yer', 'verildi', '.']",yer vermek,literal,[-1]
4500,tr,Gel ben sana sıkı nasıl durulurmuş anlatayım.,"['Gel', 'ben', 'sana', 'sıkı', 'nasıl', 'durulurmuş', 'anlatayım', '.']",sıkı durmak,idiomatic,"[3, 5]"
4501,tr,Obelix ne zaman kazan görse bir kepçe iksir içmek için diretiyordu.,"['Obelix', 'ne', 'zaman', 'kazan', 'görse', 'bir', 'kepçe', 'iksir', 'içmek', 'için', 'diretiyordu', '.']",zaman kazanmak,idiomatic,"[2, 3]"
4502,tr,Kazandıklarınızı almak için en müsait zamanda merkezimize gelin.,"['Kazandıklarınızı', 'almak', 'için', 'en', 'müsait', 'zamanda', 'merkezimize', 'gelin', '.']",zaman kazanmak,literal,[-1]
4503,tr,Klavye delikanlılığı yaparak haksız olduğu konularda bile sosyal medya üzerinden üste çıkmaya çalışıyor,"['Klavye', 'delikanlılığı', 'yaparak', 'haksız', 'olduğu', 'konularda', 'bile', 'sosyal', 'medya', 'üzerinden', 'üste', 'çıkmaya', 'çalışıyor']",üste çıkmak,idiomatic,"[10, 11]"
4504,tr,"Mehmet, Ali'yi sınavı geçmek için basamak yaptı.","['Mehmet', ',', ""Ali'yi"", 'sınavı', 'geçmek', 'için', 'basamak', 'yaptı', '.']",basamak yapmak,idiomatic,"[6, 7]"
4505,tr,Öyle tarihte iz bırakacak kadar büyük işler başaran bir lider değildi.,"['Öyle', 'tarihte', 'iz', 'bırakacak', 'kadar', 'büyük', 'işler', 'başaran', 'bir', 'lider', 'değildi', '.']",iz bırakmak,idiomatic,"[2, 3]"
4506,tr,"Deniz Baykal, 'Muharrem İnce' nin ayrılmasına da, parti kurmasına da göz yumamayız' dedi.","['Deniz', 'Baykal', ',', ""'Muharrem"", 'İnce', ""'"", 'nin', 'ayrılmasına', 'da', ',', 'parti', 'kurmasına', 'da', 'göz', 'yumamayız', ""'"", 'dedi', '.']",göz yummak,idiomatic,"[13, 14]"
4507,tr,Müşteri ne derse haklıdır karşı çıkmak seni kötü durumda bırakır.,"['Müşteri', 'ne', 'derse', 'haklıdır', 'karşı', 'çıkmak', 'seni', 'kötü', 'durumda', 'bırakır', '.']",karşı çıkmak,idiomatic,"[4, 5]"
4508,tr,Polis yolu açmak için sürekli düdük çalıyordu.,"['Polis', 'yolu', 'açmak', 'için', 'sürekli', 'düdük', 'çalıyordu', '.']",yol açmak,literal,[-1]
4509,tr,"Ahmet Bey, sahil kıyısında yer alan arkadaşları arasında yer almadı.","['Ahmet', 'Bey', ',', 'sahil', 'kıyısında', 'yer', 'alan', 'arkadaşları', 'arasında', 'yer', 'almadı', '.']",yer almak,idiomatic,"[5, 6]"
4510,tr,benim defterimden seni sileli cok oldu güzelim,"['benim', 'defterimden', 'seni', 'sileli', 'cok', 'oldu', 'güzelim']",defterden silmek,idiomatic,"[1, 3]"
4511,tr,O zaman harcadı ben para sonunda ikimizde kazandık.,"['O', 'zaman', 'harcadı', 'ben', 'para', 'sonunda', 'ikimizde', 'kazandık', '.']",zaman kazanmak,literal,[-1]
4512,tr,Zaman çok çabuk geçiyor kazandığımız dostlar bize kar kalıyor.,"['Zaman', 'çok', 'çabuk', 'geçiyor', 'kazandığımız', 'dostlar', 'bize', 'kar', 'kalıyor', '.']",zaman kazanmak,literal,[-1]
4513,tr,Elimizle suladığımız çiçekler güneşi görünce açardı.,"['Elimizle', 'suladığımız', 'çiçekler', 'güneşi', 'görünce', 'açardı', '.']",el açmak,literal,[-1]
4514,tr,Onu karşısına çıkan hiçbir dağ yıldıramadı.,"['Onu', 'karşısına', 'çıkan', 'hiçbir', 'dağ', 'yıldıramadı', '.']",karşı çıkmak,literal,[-1]
4515,tr,Kompozisyonda kaç cümle yazdığımı sayıp söyleyecektim ki çayı döktüm.,"['Kompozisyonda', 'kaç', 'cümle', 'yazdığımı', 'sayıp', 'söyleyecektim', 'ki', 'çayı', 'döktüm', '.']",sayıp dökmek,literal,[-1]
4516,tr,Hep başkalarının üstüne çamur atan birisi bu.,"['Hep', 'başkalarının', 'üstüne', 'çamur', 'atan', 'birisi', 'bu', '.']",üstünden atmak,literal,[-1]
4517,tr,Meydanın orta yerinden bir anda çıkıverdi.,"['Meydanın', 'orta', 'yerinden', 'bir', 'anda', 'çıkıverdi', '.']",ortaya çıkmak,literal,[-1]
4518,tr,Şu poşetleri ortaya koy da kenarlardan rahat geçilsin.,"['Şu', 'poşetleri', 'ortaya', 'koy', 'da', 'kenarlardan', 'rahat', 'geçilsin', '.']",ortaya koymak,literal,[-1]
4519,tr,Basamak basamak yapılan bu ev için bir hayli çalışmıştık.,"['Basamak', 'basamak', 'yapılan', 'bu', 'ev', 'için', 'bir', 'hayli', 'çalışmıştık', '.']",basamak yapmak,literal,[-1]
4520,tr,Ortaya kart atmak bu oyunun ilk kuralı.,"['Ortaya', 'kart', 'atmak', 'bu', 'oyunun', 'ilk', 'kuralı', '.']",ortaya atmak,literal,[-1]
4521,tr,Balkondan atılan saatini tutmak için ellerini yukarı doğru açtı fakat ıskaladı,"['Balkondan', 'atılan', 'saatini', 'tutmak', 'için', 'ellerini', 'yukarı', 'doğru', 'açtı', 'fakat', 'ıskaladı']",el açmak,literal,[-1]
4522,tr,Başak dodiom birinciliğini bir görev olarak üstüne almıştı.,"['Başak', 'dodiom', 'birinciliğini', 'bir', 'görev', 'olarak', 'üstüne', 'almıştı', '.']",üstüne almak,idiomatic,"[6, 7]"
4523,tr,Doğayı sevdiği için köyden bir yer aldı.,"['Doğayı', 'sevdiği', 'için', 'köyden', 'bir', 'yer', 'aldı', '.']",yer almak,literal,[-1]
4524,tr,Yapay zekayı eğitmek için kolları sıvadık.,"['Yapay', 'zekayı', 'eğitmek', 'için', 'kolları', 'sıvadık', '.']",kolları sıvamak,idiomatic,"[4, 5]"
4525,tr,Otobüste yer vermediğim için benimle tartıştı,"['Otobüste', 'yer', 'vermediğim', 'için', 'benimle', 'tartıştı']",yer vermek,literal,[-1]
4526,tr,Zaman mı kazandın şimdi beni böle oyalayarak.,"['Zaman', 'mı', 'kazandın', 'şimdi', 'beni', 'böle', 'oyalayarak', '.']",zaman kazanmak,idiomatic,"[0, 2]"
4527,tr,Öldürülen küçük kızın annesi 'daha yaşayacak çok zamanı vardı' dedi.,"['Öldürülen', 'küçük', 'kızın', 'annesi', ""'daha"", 'yaşayacak', 'çok', 'zamanı', 'vardı', ""'"", 'dedi', '.']",zaman öldürmek,literal,[-1]
4528,tr,Çocukların gelişiminde anne ve baba önemli bir rol oynar.,"['Çocukların', 'gelişiminde', 'anne', 've', 'baba', 'önemli', 'bir', 'rol', 'oynar', '.']",rol oynamak,idiomatic,"[7, 8]"
4529,tr,defterinden beni silmek öyle kolay mı sandın,"['defterinden', 'beni', 'silmek', 'öyle', 'kolay', 'mı', 'sandın']",defterden silmek,idiomatic,"[0, 2]"
4530,tr,Makinenin içinde demir blok yavaşça eriyerek tamamen sıvılaştı.,"['Makinenin', 'içinde', 'demir', 'blok', 'yavaşça', 'eriyerek', 'tamamen', 'sıvılaştı', '.']",içi erimek,literal,[-1]
